wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,boc,fch,frch,lch,wcd,wfr,tach,ataf,chd,lca,lcd,csb,csbs,acdf,cho,is-change-prone
4,1,0,5,12,2,2,3,2,0.708333333,354,0,0,0,0.428571429,0,0,85.5,10,2.75,43,2,26,0,1,5,5,0.705274553,0.346861175,0.979903634,0.612720206,0.939418648,0.069402123,0.711169441,0.518942233,0.289931266,0.20114344,0.143477945,0.909639281,0.205754951,0.78044122,0.509921369,0
2,4,0,2,4,1,1,1,1,2,13,0,0,0.923076923,0.666666667,1,1,5.5,2,1,86,1,59,0,3,6,1,0.870134527,0.430989538,0.311161965,0.167437138,0.803292121,0.428488947,0.424273892,0.453793574,0.430965523,0.792817,0.174961342,0.463396993,0.085759223,0.826019741,0.522231071,0
3,3,0,11,13,1,1,10,3,1,88,1,1,0.666666667,0.533333333,1,3,28,3,1.6667,53,2,30,0,3,9,1,0.561577944,0.615075356,0.361043013,0.633629524,0.650982552,0.023264317,0.961157919,0.136054338,0.061129236,0.605112867,0.729346498,0.736632104,0.726022095,0.697260192,0.807319447,0
2,2,0,6,4,1,4,2,0,2,39,0,0,0.923076923,0.666666667,1,3,18.5,4,2,11,1,53,0,3,5,1,0.811130484,0.661231117,0.499183551,0.776918751,0.640992428,0.883980839,0.159924013,0.667239903,0.371245704,0.678208897,0.97035823,0.489502095,0.473598541,0.666824537,0.974202611,1
2,1,0,17,7,1,17,0,2,2,21,0,0,0,0.5,0,0,9.5,2,1,50,1,24,0,1,9,4,0.005572316,0.584576513,0.859337871,0.236008704,0.196418571,0.684744569,0.228054757,0.04719368,0.096433755,0.099921997,0.52000689,0.313208908,0.908964172,0.573301543,0.326792688,1
2,2,0,4,3,1,3,1,2,1,16,0,0,0,0.875,0,0,6.5,0,0,54,4,30,0,1,4,2,0.152715532,0.950510074,0.568534164,0.224742499,0.986550039,0.701919544,0.890514874,0.865401933,0.869775989,0.531495608,0.681885519,0.716821395,0.22800373,0.82062696,0.318640207,0
2,1,7,23,3,1,23,0,2,2,5,0,0,0,0.666666667,0,0,1.5,1,0.5,50,1,54,0,1,4,4,0.94796308,0.254012282,0.589512395,0.628690698,0.334247192,0.479563554,0.776134144,0.011839515,0.626768263,0.065418249,0.527748213,0.858629162,0.29978088,0.334534859,0.495957802,0
2,3,0,7,12,1,0,7,1,2,52,0,0,0.947368421,0.833333333,0,0,25,5,2.5,86,1,58,0,2,2,1,0.141648899,0.880979661,0.676443251,0.99627064,0.549102222,0.701895176,0.542271748,0.907347301,0.560550344,0.915273404,0.347369791,0.422027468,0.900089212,0.97604038,0.428925107,1
11,1,0,10,44,1,2,8,0,0.719047619,658,0.523809524,7,0,0.366666667,0,0,56.90909091,7,1.2727,97,3,46,0,2,1,2,0.707159077,0.151590395,0.943928352,0.92439712,0.686380699,0.772792054,0.237761826,0.75354044,0.127917894,0.437620565,0.961686565,0.135933573,0.620784507,0.911953643,0.13127497,0
2,5,0,3,4,1,2,1,1,2,9,0,0,0.928571429,0.666666667,1,1,3.5,1,0.5,42,3,4,0,3,3,3,0.309834656,0.945700928,0.549281742,0.338664257,0.231744552,0.602320508,0.404140345,0.302248164,0.606115711,0.985907654,0.399218515,0.439734256,0.954898332,0.4424248,0.46816092,0
7,1,0,8,15,1,6,2,5,1.075757576,969,0.363636364,0,0,0.333333333,0,0,135.8571429,14,7.7143,81,1,66,0,2,7,4,0.576655291,0.410273997,0.9880927,0.168058648,0.21175612,0.10029626,0.415153024,0.644484714,0.700412136,0.09641457,0.435772712,0.792764497,0.057532751,0.785520636,0.052305765,0
5,2,0,19,18,0,8,15,4,0.785714286,84,0,7,0.5,0.4,0,0,14.4,3,1.2,19,2,13,0,1,4,3,0.666704461,0.248837915,0.503069686,0.914203672,0.230163664,0.876876493,0.554544759,0.518951508,0.702454839,0.506228082,0.4974278,0.128317542,0.682536314,0.318832088,0.128431583,0
13,1,0,13,61,0,4,9,0,0.881944444,553,0.333333333,3,0,0.179487179,0,0,40.61538462,4,1,71,4,15,0,2,6,5,0.642415772,0.092976932,0.106165595,0.615135225,0.929967941,0.650183163,0.332130099,0.640070644,0.699407725,0.503247924,0.426800027,0.95218616,0.794961464,0.778113241,0.945970885,0
6,2,0,10,25,0,2,10,6,0.666666667,91,0,3,0.5,0.333333333,0,0,13.66666667,1,0.8333,32,2,46,0,1,4,1,0.141600471,0.455853083,0.71398422,0.703608576,0.381270145,0.860957474,0.53814511,0.545549488,0.333869155,0.108224136,0.612590219,0.585735116,0.359302914,0.912951414,0.12005907,0
6,2,0,2,17,0,0,2,6,0.1,90,1,1,0.5,0.583333333,1,1,13.66666667,2,1.1667,7,2,38,0,1,1,5,0.85025638,0.767759099,0.896468039,0.259936507,0.894901001,0.994245792,0.535880442,0.463476791,0.614571432,0.58882566,0.982412242,0.053505004,0.803517548,0.099468701,0.480808043,0
2,1,0,7,5,0,4,5,1,0.833333333,57,0,3,0,0.75,0,0,24.5,1,0.5,14,4,23,0,1,8,1,0.276157961,0.993702585,0.73886723,0.159358601,0.761831242,0.108116512,0.292595549,0.6989497,0.2778615,0.805740251,0.358902615,0.115347177,0.658825354,0.410054481,0.910861218,1
3,1,1,14,4,0,13,1,3,0.666666667,25,0.333333333,1,0,0.583333333,0,0,6.333333333,1,0.6667,25,4,68,0,1,8,5,0.323227647,0.333021656,0.316989818,0.613942036,0.418363219,0.069408537,0.648714317,0.040232355,0.199962897,0.890805455,0.679111299,0.943090033,0.875291736,0.640129481,0.67122969,1
6,1,1,3,16,0,1,2,0,0.466666667,178,1,1,0,0.611111111,0,0,28.16666667,3,1.3333,60,4,70,0,3,9,5,0.166688407,0.501031533,0.285733292,0.609013369,0.537103794,0.996510685,0.325301867,0.684445503,0.360018978,0.757171182,0.57717392,0.941736552,0.313191073,0.791940829,0.715409621,0
5,1,0,7,14,0,3,4,0,0.75,108,0.333333333,4,0,0.4,0,0,19.4,5,1.6,91,1,35,0,3,9,1,0.92899759,0.09270255,0.080897249,0.734121675,0.543718505,0.409172545,0.169822575,0.182787472,0.853917386,0.941493015,0.830265076,0.21519305,0.910151427,0.515388561,0.491780925,0
3,2,0,4,8,0,0,4,3,0,28,1,1,0.5,0.666666667,1,1,8,1,0.6667,59,1,9,0,2,2,2,0.656562038,0.528369376,0.234277439,0.908532967,0.059466972,0.585346451,0.140179452,0.905286369,0.458895758,0.278157331,0.16783301,0.176529155,0.024080602,0.005883207,0.734287286,0
11,2,0,6,27,0,1,5,11,0.45,348,1,0,0.571428571,0.287878788,2,3,30.09090909,15,3.0909,14,3,40,0,3,1,1,0.097234435,0.081471544,0.302040991,0.501255817,0.769519479,0.625060896,0.527034595,0.525083506,0.248928705,0.905537269,0.94411536,0.802769066,0.451873407,0.859234751,0.741397241,1
9,2,0,22,46,0,9,16,4,0.836538462,770,0,6,0.222222222,0.232142857,1,1,83.11111111,12,3.6667,4,2,6,0,2,2,3,0.778590825,0.488325144,0.906382925,0.345598225,0.217055038,0.721324907,0.914411062,0.02224814,0.76089595,0.104280095,0.173936439,0.034214132,0.623900253,0.383572828,0.643346635,1
5,1,0,5,30,0,1,4,0,0.1875,227,0,0,0,0.3,0,0,43.6,7,2.6,8,1,27,0,1,8,1,0.886989539,0.639925787,0.390463886,0.148255773,0.023140351,0.138063999,0.378575947,0.707123381,0.211531905,0.467625803,0.431785453,0.818296518,0.474276801,0.868298021,0.157662326,0
6,1,0,13,42,0,2,11,2,0.628571429,599,0.571428571,5,0,0.3,0,0,97.66666667,1,0.6667,88,3,16,0,3,5,5,0.447411215,0.85578285,0.586629114,0.792931019,0.032390322,0.39508712,0.425204629,0.763203397,0.265156274,0.903757042,0.114176268,0.297964286,0.486915096,0.31006469,0.332967131,1
8,3,0,8,29,0,0,8,7,0.142857143,118,1,1,0.333333333,0.375,1,1,13.625,3,1,61,2,49,0,1,2,2,0.304080151,0.239784956,0.197908736,0.038484057,0.884409687,0.160084935,0.164826338,0.809541879,0.852186126,0.970180121,0.56528817,0.644597624,0.417355772,0.095794763,0.781065949,1
6,2,1,7,13,0,2,5,4,0.6,117,1,2,0.25,0.5,0,0,18,4,1.3333,42,2,15,0,3,6,3,0.401866948,0.618096697,0.292799245,0.111614533,0.511015881,0.347659432,0.226551042,0.982691715,0.53842902,0.040137389,0.565887972,0.035456349,0.190381613,0.142722956,0.897313236,0
1,1,1,23,2,0,23,0,1,2,12,0,0,0,1,0,0,9,0,0,9,4,6,0,1,3,4,0.868472253,0.559086665,0.413326184,0.694074683,0.059243237,0.925384681,0.91007739,0.038175943,0.945157478,0.801050909,0.6855335,0.275658712,0.473412342,0.995473175,0.56926168,0
5,3,0,3,18,0,2,1,4,0.55,408,0.4,1,0.866666667,0.4,1,1,79.6,14,4.8,94,2,62,0,1,3,3,0.397391923,0.975286517,0.796388237,0.804413711,0.740128379,0.926898834,0.075982046,0.97149002,0.719964757,0.584997193,0.99805812,0.56469134,0.425680633,0.380166176,0.87359215,1
10,3,1,10,28,0,2,8,10,0,122,1,1,0.653846154,0.266666667,2,2,11.1,4,1.3,99,1,39,0,3,5,1,0.431663315,0.80738169,0.208382417,0.074253498,0.103276814,0.172027479,0.27429034,0.658635091,0.558401742,0.031213424,0.66033659,0.907450528,0.12318934,0.715558513,0.261324811,0
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,32,3,38,0,1,6,1,0.64839293,0.290232955,0.893110563,0.91909541,0.237210873,0.193938141,0.611327968,0.016182883,0.776395224,0.580634735,0.854332246,0.66981477,0.159450081,0.081212645,0.731311645,0
8,2,1,2,16,0,1,1,8,0,56,1,1,0.681818182,0.395833333,1,2,5.875,1,0.875,79,4,53,0,2,9,2,0.244065152,0.300929416,0.1329671,0.103658472,0.395498938,0.873326124,0.854854073,0.180871521,0.933447284,0.302462822,0.592425375,0.778748505,0.922003008,0.142698425,0.492010052,1
3,2,0,4,8,0,1,3,3,0,43,1,0,0.666666667,0.833333333,0,0,13,1,0.6667,89,4,60,0,1,4,2,0.520632492,0.288872841,0.923408005,0.201748802,0.548665685,0.279631493,0.277475555,0.208732841,0.006616087,0.552765799,0.886022706,0.066937078,0.044717799,0.533825697,0.611537854,0
16,1,0,3,24,0,2,2,12,0.383333333,361,1,2,0,0.328125,0,0,21.3125,7,1.75,48,2,66,0,1,9,2,0.27238677,0.287893027,0.260701094,0.450660086,0.361883854,0.21928734,0.738342687,0.793750673,0.6152778,0.965109334,0.777448476,0.261953115,0.535875984,0.195908285,0.156009424,0
25,1,0,3,35,196,2,2,10,0.968495935,729,0.707317073,0,0,0.214285714,0,0,26.52,3,1.28,0,1,6,5.5,3,1,5,0.473611757,0.510394532,0.542957472,0.500105651,0.098447106,0.990999465,0.503125813,0.506050681,0.796669787,0.273218976,0.735116421,0.119953895,0.082034392,0.174059066,0.316153146,0
23,1,0,12,66,99,3,9,2,0.847593583,1164,0.470588235,4,0,0.231404959,0,0,48.86956522,2,0.8696,70,4,29,0,3,1,5,0.767017062,0.023534791,0.584444301,0.555681522,0.949024195,0.848056989,0.302273503,0.04962129,0.832215158,0.465673747,0.911983108,0.203910201,0.027670004,0.370516487,0.022210057,0
16,2,0,9,40,70,2,7,16,0.72,267,1,2,0.575757576,0.5,1,5,15.375,1,0.875,96,4,57,0,3,7,3,0.252953149,0.007433185,0.743178828,0.416860723,0.286694308,0.667674527,0.127551801,0.039565814,0.624628327,0.772631021,0.767282687,0.80636629,0.530605954,0.755002112,0.547113839,0
14,3,0,13,24,69,0,13,12,0.963369963,723,0.571428571,0,0.454545455,0.205128205,0,0,49.14285714,1,0.8571,13,4,55,0,2,8,1,0.079407764,0.095411558,0.661803525,0.90951906,0.34776385,0.327365452,0.266864781,0.798885957,0.125802184,0.984582633,0.551542672,0.516731202,0.393218776,0.532109715,0.597951972,1
13,1,0,8,36,58,1,7,13,0.791666667,191,1,2,0,0.201923077,0,0,13.38461538,1,0.9231,95,3,6,0,2,1,1,0.332783363,0.296266047,0.121742702,0.212991904,0.838364143,0.288346345,0.077356407,0.674796508,0.315476098,0.603142151,0.154881089,0.933101218,0.069426994,0.765725239,0.395708136,0
13,2,0,13,25,46,3,11,3,0.833333333,364,0,5,0.352941176,0.196969697,0,0,26.30769231,14,2.4615,20,4,23,0,3,1,2,0.729456146,0.998569879,0.510640175,0.581662363,0.966830783,0.885972921,0.996793551,0.374571294,0.230685521,0.323863602,0.818584775,0.018613603,0.347460807,0.960478348,0.243285924,0
17,2,2,4,33,42,3,1,10,0.6953125,478,0.625,0,0.548387097,0.302083333,1,5,26.64705882,8,1.2941,72,1,55,0,2,4,5,0.608116019,0.557007812,0.403078317,0.9610807,0.40186388,0.827206975,0.293230255,0.820920298,0.545992666,0.35109126,0.209969146,0.602331688,0.208413186,0.100225049,0.081813786,0
13,2,0,8,22,38,5,3,10,0.658333333,447,0,1,0.607142857,0.214285714,1,4,32.61538462,8,2.3846,75,4,19,0,1,7,5,0.722887945,0.960741427,0.754578195,0.99861484,0.656469812,0.395114728,0.052953406,0.026898229,0.204498413,0.04484076,0.360518932,0.524661099,0.36057212,0.64356169,0.535231198,0
12,2,0,9,33,34,0,9,5,0.590909091,453,1,0,0.885057471,0.283333333,1,5,36.58333333,3,1,94,4,65,0,3,8,3,0.337234573,0.083805963,0.208881222,0.94863243,0.397684106,0.860396324,0.906709412,0.490344151,0.599635622,0.399711419,0.967310304,0.927297218,0.949534168,0.976369904,0.943156063,0
13,1,0,4,22,32,3,1,10,0.783333333,135,0.8,1,0,0.269230769,1,1,9,7,1.3846,95,2,17,0,1,7,4,0.118640049,0.017538236,0.018511777,0.972213862,0.182075502,0.599946643,0.994212356,0.607852441,0.807743496,0.855829909,0.557714372,0.187704014,0.944099197,0.821393299,0.882033419,1
9,2,0,13,46,32,2,12,3,0.90625,409,0.5,1,0.416666667,0.25,0,0,44,1,0.7778,91,3,26,0,1,9,5,0.334075108,0.985035969,0.078621267,0.331396641,0.1170315,0.422447353,0.666933241,0.608274948,0.371423388,0.941825026,0.017381631,0.998124024,0.697946403,0.104844969,0.674565414,0
8,1,0,30,8,28,28,2,8,2,8,0,0,0,0.3,0,0,0,1,1,65,3,51,0,2,5,2,0.846243392,0.33764811,0.574113288,0.977951133,0.947824844,0.600990183,0.429170616,0.505754536,0.133675675,0.249833894,0.98150794,0.089119591,0.187091638,0.780046399,0.387422399,0
8,1,2,9,9,28,5,5,0,1,16,0,1,0,0.267857143,0,0,0.875,1,0.875,88,1,68,0,3,2,2,0.41060909,0.133496726,0.740050216,0.036687319,0.070461603,0.112731463,0.617402299,0.572289695,0.622818028,0.242539189,0.589381626,0.097645391,0.423125927,0.108097688,0.817235443,1
16,2,0,11,33,26,9,2,11,0.688888889,332,0.666666667,1,0.566666667,0.175,1,5,19.1875,2,0.9375,37,4,6,0,2,7,5,0.773205736,0.798029842,0.235340913,0.683293044,0.970310187,0.58557793,0.317918436,0.829830505,0.488184852,0.392237915,0.102211822,0.079652249,0.542235172,0.895578989,0.964869939,0
9,2,0,12,21,24,2,12,5,0.916666667,167,0,6,0.363636364,0.270833333,0,0,16.55555556,6,2,32,4,42,0,2,5,1,0.069226308,0.366605796,0.629709718,0.916703259,0.586511769,0.451903747,0.022735941,0.06190585,0.48660801,0.151941035,0.88423813,0.16722201,0.070001259,0.189283079,0.497980592,0
7,1,2,10,8,21,7,3,0,2,10,0,0,0,0.4,0,0,0.428571429,1,0.8571,77,3,8,0,2,1,1,0.022394513,0.809108585,0.503946673,0.72600085,0.102172,0.80929885,0.523793865,0.844781874,0.519678795,0.258504821,0.247121409,0.870233963,0.861984254,0.927979362,0.701847567,0
7,1,3,9,8,21,6,4,0,1,15,0,1,0,0.342857143,0,0,1,1,0.8571,62,4,67,0,2,3,5,0.445117505,0.936594696,0.663439047,0.151848374,0.660333819,0.488348374,0.545430374,0.098151649,0.221791091,0.867792999,0.657616021,0.522562215,0.220086057,0.051208975,0.418493946,0
7,1,0,1,10,21,1,0,7,2,155,0,0,0,0.321428571,0,0,21.14285714,4,2.5714,72,2,42,0,2,4,2,0.539419613,0.389971106,0.96498406,0.742451205,0.505731686,0.827443599,0.615140637,0.655356147,0.59896593,0.021870507,0.808523072,0.372804537,0.68469505,0.56511129,0.474084434,0
7,1,2,5,9,21,5,1,6,2,18,0,0,0,0.476190476,0,0,1.571428571,1,0.8571,27,1,6,0,2,1,2,0.49865741,0.210704348,0.256882914,0.904051969,0.052326909,0.654623821,0.6726163,0.353136409,0.218457114,0.948228181,0.052925122,0.819542375,0.002612153,0.065281445,0.094605183,0
7,1,1,7,8,21,4,4,0,1,15,0,1,0,0.342857143,0,0,1,1,0.8571,20,2,36,0,2,2,2,0.910016178,0.49356117,0.932315975,0.645956182,0.376624372,0.976449826,0.917065909,0.140917038,0.449138221,0.69103906,0.701701981,0.291131982,0.770758127,0.216659383,0.809825132,0
7,2,0,3,10,21,3,1,7,2,54,0,0,0.714285714,0.5,1,2,6.714285714,1,0.8571,99,1,52,0,2,7,3,0.457787348,0.621380179,0.595999292,0.220089103,0.636770378,0.87390824,0.392816797,0.70962086,0.252670766,0.574445585,0.68432793,0.270027128,0.255662138,0.690449971,0.345538269,1
11,1,0,3,17,19,3,1,0,0.833333333,133,0.5,1,0,0.386363636,0,0,10.54545455,2,0.9091,94,4,13,0,2,9,3,0.427427452,0.581874825,0.344122415,0.15508385,0.917431807,0.105347512,0.813198126,0.140014852,0.02545382,0.997878275,0.072949953,0.961632703,0.888731378,0.058074407,0.00408744,1
10,2,1,2,12,17,1,1,8,0.555555556,185,0.75,0,0.653846154,0.36,1,5,17.1,1,0.9,3,3,22,0,1,9,5,0.510398148,0.866467617,0.157567265,0.184900883,4.57E-04,0.916444776,0.122705138,0.07058741,0.991354485,0.063405525,0.9697475,0.107689788,0.937302305,0.142152902,0.033169242,0
7,1,4,12,8,17,11,1,5,0.833333333,28,1,0,0,0.380952381,0,0,2.714285714,1,0.7143,6,4,22,0,1,5,5,0.409787571,0.451155664,0.908408463,0.57197849,0.561315093,0.55720425,0.297444812,0.884956722,0.645220055,0.535114775,0.25757324,0.444191927,0.851472733,0.324518589,0.482920189,0
6,1,1,5,7,15,3,3,0,2,9,0,0,0,0.416666667,0,0,0.5,1,0.8333,48,4,55,0,1,8,1,0.746712982,0.359407341,0.479694755,0.324914791,0.291323484,0.005986803,0.883862566,0.418810519,0.747171141,0.630524834,0.713875246,0.303832576,0.78671545,0.31126266,0.05128416,0
6,2,0,8,8,15,2,8,1,1,30,0,2,0.444444444,0.333333333,0,0,3.666666667,1,0.8333,42,1,48,0,2,4,3,0.767504436,0.307090263,0.498511891,0.810680811,0.44564749,0.40057061,0.775750398,0.686376992,0.367676168,0.144029474,0.987900307,0.862983951,0.802273012,0.854810868,0.417661076,0
6,1,1,7,7,15,4,4,0,2,9,0,0,0,0.366666667,0,0,0.5,1,0.8333,83,3,51,0,1,9,1,0.351670083,0.929430558,0.18232645,0.261364941,0.317087902,0.676243334,0.729536128,0.126426996,0.483406992,0.4023723,0.941178665,0.533206959,0.235333668,0.933031106,0.564836806,1
6,1,3,8,7,15,6,2,6,2,12,0,0,0,0.444444444,1,1,1,1,0.8333,39,1,45,0,2,7,2,0.820642371,0.090003319,0.798611161,0.675448437,0.135647289,0.910925349,0.117853988,0.867807485,0.623876067,0.552152811,0.851289732,0.997292507,0.750988752,0.885372353,0.589194419,0
9,1,0,9,51,14,3,6,5,0.703125,414,0.75,2,0,0.303571429,0,0,44.11111111,4,1,41,3,64,0,1,8,4,0.047305675,0.771754349,0.23775144,0.613612455,0.893877855,0.877324295,0.421396472,0.514506249,0.068854428,0.67936384,0.978909309,0.389833991,0.567971153,0.006034844,0.499206542,0
27,1,0,1,44,13,1,0,13,0.600961538,1158,1,0,0,0.25308642,0,0,41.59259259,26,5.6667,9,3,13,0,1,4,2,0.366305114,0.050053095,0.199233108,0.389076075,0.598010593,0.302120859,0.95904727,0.950247816,0.096571283,0.26096007,0.998137919,0.122331042,0.360175038,0.094171468,0.502209051,0
6,2,0,3,15,11,0,3,6,0.85,110,1,0,0.555555556,0.388888889,0,0,16.66666667,4,1.5,95,4,46,0,1,9,5,0.785136706,0.647776984,0.491111284,0.152465744,0.444865679,0.332185808,0.356295715,0.662620665,0.782694733,0.448457915,0.790110445,0.852824559,0.333957,0.461120492,0.279456063,0
5,1,3,13,6,10,10,3,0,2,8,0,0,0,0.6,0,0,0.6,1,0.8,40,4,30,0,2,2,1,0.996018569,0.572426727,0.942760799,0.371215891,0.424544126,0.707828354,0.251932204,0.086735721,0.850093653,0.683566683,0.099886973,0.100063009,0.981218216,0.894669399,0.749456053,1
5,1,2,11,6,10,8,4,2,2,8,0,0,0,0.466666667,0,0,0.6,1,0.8,30,1,5,0,3,4,5,0.688543652,0.335273227,0.430907577,0.203500835,0.848900715,0.143075561,0.743025159,0.468415954,0.069380985,0.145850829,0.556624941,0.002199789,0.008268067,0.080350112,0.819589316,0
5,1,1,8,6,10,6,3,0,2,8,0,0,0,0.466666667,0,0,0.6,1,0.8,13,1,52,0,3,9,1,0.663113507,0.252535441,0.518941372,0.266697861,0.305798062,0.412983282,0.068178935,0.746917387,0.71023818,0.532423627,0.557032496,0.720022201,0.940468821,0.979765334,0.62600664,0
5,1,1,7,6,10,5,2,0,2,8,0,0,0,0.4,0,0,0.6,1,0.8,83,4,13,0,3,8,3,0.245153394,0.328589665,0.209509864,0.30038167,0.539142118,0.647978058,0.029073212,0.957181329,0.543520865,0.66967199,0.512103118,0.984711266,0.902661762,0.665946323,0.761809238,0
5,2,0,2,6,10,1,1,4,2,15,0,0,0.5,1,1,2,2,1,0.8,29,3,10,0,1,8,1,0.500108563,0.221209986,0.310393788,0.223849975,0.754698798,0.335230563,0.650283534,0.651617711,0.894145847,0.457012608,0.957131426,0.290133099,0.075374359,0.115741745,0.993509906,0
5,2,0,10,7,10,3,8,3,1,28,0,2,0.5,0.4,0,0,4.2,1,0.8,84,1,51,0,2,3,4,0.749221953,0.788839988,0.913663509,0.088180412,0.851691774,0.527059975,0.577383128,0.841419948,0.244759356,0.642679271,0.025010428,0.229661394,0.326808849,0.459237846,0.96577556,0
5,1,1,9,6,10,6,4,0,2,8,0,0,0,0.466666667,0,0,0.6,1,0.8,82,2,65,0,2,3,1,0.886092945,0.719895813,0.4881167,0.422818673,0.080181807,0.756369951,0.713325877,0.95741069,0.890186448,0.931541444,0.782809766,0.477531146,0.520612033,0.186209839,0.394450711,1
5,2,0,2,8,8,2,0,3,0.5,90,0,0,0.714285714,0.45,1,2,16.4,3,1.2,2,3,59,0,1,1,3,0.994017409,0.744100324,0.084997427,0.476697826,0.624226983,0.159115481,0.593110796,0.330419176,0.142661729,0.924954268,0.93163542,0.914723695,0.999426254,0.809604636,0.247862667,0
9,2,2,7,14,8,5,2,6,0.5,103,1,2,0.384615385,0.407407407,1,2,10.22222222,2,1,49,2,2,0,2,3,3,0.7641092,0.925848573,0.156996261,0.853889041,0.610824463,0.303801319,0.996727406,0.691189608,0.58784134,0.392639437,0.369770514,0.399383031,0.744221694,0.486054697,0.41640742,0
8,2,2,3,15,8,2,2,7,0.285714286,48,0,0,0.5,0.5,1,1,4.875,1,0.75,67,2,32,0,2,2,1,0.21420259,0.539604542,0.490531911,0.043783444,0.044633337,0.228011485,0.300382656,0.189820895,0.891596188,0.376597729,0.119097462,0.681763178,0.709409917,0.093423271,0.370417343,0
10,2,0,24,37,7,9,18,4,0.759259259,276,0,8,0.333333333,0.188888889,0,0,25.4,4,1.4,89,1,31,0,1,8,1,0.20853617,0.027329189,0.751313868,0.345805222,0.168478795,0.181970003,0.066008926,0.434737517,0.657586339,0.62705253,0.114801363,0.963707078,0.833738578,0.265380722,0.306309742,1
4,4,0,3,7,6,2,2,1,2,26,0,0,0.98125,0.5,2,3,5.5,3,1.25,89,3,31,0,1,9,3,0.278217946,0.537939564,0.143186463,0.688656044,0.749637515,0.579133033,0.369053407,0.051191811,0.835616799,0.870424697,0.35835457,0.602656538,0.226967524,0.883012273,0.281016724,0
4,1,0,16,6,6,15,3,3,1,15,0,2,0,0.833333333,0,0,2.25,1,0.75,28,4,35,0,1,9,2,0.242471659,0.548799404,0.680254048,0.844090684,0.791904351,0.653812037,0.364548523,0.259297388,0.180774478,0.409338721,0.933782621,0.460193491,0.032326056,0.523456861,0.834696547,0
4,1,0,25,4,6,24,1,4,2,4,0,0,0,0.5,0,0,0,1,1,22,1,39,0,2,8,1,0.130664379,0.069240709,0.572287601,0.535223863,0.173440168,0.325828533,0.59146388,0.971593814,0.263346282,0.554660006,0.387211246,0.395112548,0.464751411,0.365577383,0.60172593,0
5,2,0,4,7,6,1,3,4,0.75,24,1,2,0.571428571,0.625,0,0,3.4,1,0.6,20,2,63,0,3,3,5,0.905115339,0.926116918,0.223412287,0.9393685,0.710401004,0.772199602,0.515339251,0.910142557,0.529518781,0.389563429,0.969694899,0.4010247,0.524908612,0.052661995,0.409973715,0
4,4,0,1,8,6,1,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,69,1,27,0,3,1,1,0.484686045,0.631386962,0.344076647,0.085404924,0.146348562,0.205855181,0.809198864,0.243154215,0.912858752,0.365633403,0.243326243,0.888492373,0.888991368,0.012156875,0.368355952,0
7,2,0,9,20,5,2,8,3,0.796296296,191,0,4,0.285714286,0.277777778,0,0,25,8,1.7143,100,2,56,0,2,8,3,0.56915154,0.331730827,0.67630273,0.645681712,0.56744172,0.361386185,0.872747007,0.241146937,0.496575204,0.230994707,0.550627059,0.611695669,0.474304471,0.732430156,0.442671883,0
6,1,5,5,18,5,5,0,1,0.6,88,0.5,0,0,0.7,0,0,13.33333333,1,0.5,100,3,62,0,2,3,5,0.764353106,0.340196271,0.832217578,0.622447373,0.743409567,0.187824159,0.089844819,0.45263613,0.726562578,0.790475037,0.847220407,0.739629863,0.180627324,0.496566955,0.019721532,0
4,3,0,4,14,4,1,3,2,0.833333333,74,0,0,0.777777778,0.416666667,1,2,17,1,0.5,52,1,24,0,3,8,1,0.50813202,0.749876825,0.745866104,0.428813653,0.894305428,0.248451987,0.324268336,0.899355376,0.675225296,0.997798538,0.397783923,0.571834181,0.307358598,0.073195941,0.959704286,1
4,1,0,5,10,4,5,0,0,1.243589744,298,0,0,0,0.444444444,0,0,67,4,1.75,91,2,36,0,2,7,4,0.297044659,0.629620954,0.238304863,0.864249786,0.383042387,0.327646006,0.153747797,0.791008724,0.856083293,0.879810663,0.835284523,0.398651846,0.146442364,0.864346925,0.636898877,0
8,1,0,1,15,4,0,1,6,0.547619048,240,0.5,1,0,0.30952381,0,0,28.25,8,2.75,30,2,18,0,2,1,1,0.713858835,0.301772607,0.195977499,0.484608227,0.83370981,0.74474924,0.342288254,0.259553972,0.089159133,0.792734278,0.083494151,0.006021243,0.251075318,0.010339795,0.468624563,0
4,3,0,5,15,4,1,4,2,0.75,133,0.5,0,0.777777778,0.416666667,1,2,31.25,1,0.5,29,2,27,0,2,1,3,0.755831422,0.201942901,0.862371139,0.866681449,0.175671366,0.874975948,0.050771245,0.613017559,0.917146196,0.510456987,0.64278705,0.324798483,0.880195337,0.951704628,0.432483542,0
5,1,0,3,14,4,2,1,4,0.583333333,145,0.666666667,1,0,0.5,0,0,27.4,7,2.6,31,1,9,0,2,7,2,0.963767139,0.820813126,0.742954172,0.267290176,0.113444083,0.37734743,0.285838007,0.60884037,0.07235808,0.644849812,0.739217991,0.724611209,0.118751264,0.948133225,0.071884628,0
